epsilon_pp,role,accuracy_used,number_of_qualifying_pairs,median_abs_delta_RA,mean_abs_delta_RA,max_abs_delta_RA,median_abs_delta_II,max_abs_delta_II,median_abs_delta_PFC,max_abs_delta_PFC,median_abs_delta_PSC,max_abs_delta_PSC
0.0,post_hoc_sensitivity,"A_S independent static benchmark, never audit_base_accuracy",1,15.053763440860212,15.053763440860212,15.053763440860212,10.752688172043012,10.752688172043012,20.999999999999996,20.999999999999996,17.000000000000004,17.000000000000004
0.5,post_hoc_sensitivity,"A_S independent static benchmark, never audit_base_accuracy",4,25.628140703517587,26.228552878640514,38.604166666666664,1.2837625628140725,10.752688172043012,26.0,40.5,3.5000000000000036,17.000000000000004
1.0,predeclared_primary,"A_S independent static benchmark, never audit_base_accuracy",7,15.053763440860212,15.469537219167128,38.604166666666664,1.005025125628145,10.752688172043012,20.999999999999996,40.5,1.5000000000000013,29.000000000000004
2.0,post_hoc_sensitivity,"A_S independent static benchmark, never audit_base_accuracy",11,15.053763440860212,13.63415082819684,38.604166666666664,0.6756756756756799,10.752688172043012,20.999999999999996,40.5,1.5000000000000013,29.000000000000004
3.0,post_hoc_sensitivity,"A_S independent static benchmark, never audit_base_accuracy",15,15.135135135135142,18.52076944481739,51.63513513513514,0.6756756756756799,10.752688172043012,24.0,62.000000000000014,5.500000000000005,29.000000000000004
5.0,post_hoc_sensitivity,"A_S independent static benchmark, never audit_base_accuracy",32,15.053763440860212,17.45762969541649,51.63513513513514,0.8403504006519125,10.752688172043012,20.999999999999996,62.000000000000014,1.5000000000000013,29.000000000000004
