factor,model_a,model_b,model_id_a,model_id_b,A_S_a,A_S_b,delta_A_S,delta_A_S_pp,delta_RA,delta_RA_pp,delta_II,delta_II_pp,delta_PFC,delta_PFC_pp,delta_PSC,delta_PSC_pp
spatial,Gemma,LLaVA,gemma3_4b_it,llava_onevision_qwen2_7b,0.56,0.785,0.22499999999999998,22.499999999999996,0.87,87.0,0.020547945205479423,2.0547945205479423,0.87,87.0,0.28500000000000003,28.500000000000004
spatial,Gemma,InternVL,gemma3_4b_it,internvl3_8b_hf,0.56,0.685,0.125,12.5,0.915,91.5,0.020547945205479423,2.0547945205479423,0.915,91.5,0.28500000000000003,28.500000000000004
spatial,Molmo,Skywork,molmo_7b_d_0924,skywork_vl_reward_7b,0.66,0.845,0.18499999999999994,18.499999999999993,0.46135135135135136,46.13513513513514,0.006756756756756799,0.6756756756756799,0.565,56.49999999999999,0.265,26.5
spatial,Molmo,Idefics3,molmo_7b_d_0924,idefics3_8b_llama3,0.66,0.64,0.020000000000000018,2.0000000000000018,0.15135135135135142,15.135135135135142,0.006756756756756799,0.6756756756756799,0.25500000000000006,25.500000000000007,0.265,26.5
spatial,Molmo,Phi,molmo_7b_d_0924,phi35_vision_instruct,0.66,0.8484848484848485,0.18848484848484848,18.848484848484848,0.07530968468468469,7.530968468468469,0.008868243243243201,0.8868243243243201,0.16000000000000003,16.000000000000004,0.20999999999999996,20.999999999999996
spatial,Molmo,LLaVA,molmo_7b_d_0924,llava_onevision_qwen2_7b,0.66,0.785,0.125,12.5,0.47135135135135137,47.13513513513514,0.006756756756756799,0.6756756756756799,0.575,57.49999999999999,0.265,26.5
spatial,Molmo,InternVL,molmo_7b_d_0924,internvl3_8b_hf,0.66,0.685,0.025000000000000022,2.500000000000002,0.5163513513513514,51.63513513513514,0.006756756756756799,0.6756756756756799,0.6200000000000001,62.000000000000014,0.265,26.5
spatial,Skywork,Idefics3,skywork_vl_reward_7b,idefics3_8b_llama3,0.845,0.64,0.20499999999999996,20.499999999999996,0.30999999999999994,30.999999999999993,0.0,0.0,0.30999999999999994,30.999999999999993,0.0,0.0
spatial,Skywork,Phi,skywork_vl_reward_7b,phi35_vision_instruct,0.845,0.8484848484848485,0.003484848484848535,0.3484848484848535,0.38604166666666667,38.604166666666664,0.015625,1.5625,0.40499999999999997,40.5,0.05500000000000005,5.500000000000005
spatial,Skywork,LLaVA,skywork_vl_reward_7b,llava_onevision_qwen2_7b,0.845,0.785,0.05999999999999994,5.999999999999995,0.010000000000000009,1.0000000000000009,0.0,0.0,0.010000000000000009,1.0000000000000009,0.0,0.0
spatial,Skywork,InternVL,skywork_vl_reward_7b,internvl3_8b_hf,0.845,0.685,0.15999999999999992,15.999999999999993,0.05500000000000005,5.500000000000005,0.0,0.0,0.05500000000000005,5.500000000000005,0.0,0.0
spatial,Idefics3,Phi,idefics3_8b_llama3,phi35_vision_instruct,0.64,0.8484848484848485,0.2084848484848485,20.84848484848485,0.07604166666666673,7.604166666666673,0.015625,1.5625,0.09500000000000003,9.500000000000004,0.05500000000000005,5.500000000000005
spatial,Idefics3,LLaVA,idefics3_8b_llama3,llava_onevision_qwen2_7b,0.64,0.785,0.14500000000000002,14.500000000000002,0.31999999999999995,31.999999999999996,0.0,0.0,0.31999999999999995,31.999999999999996,0.0,0.0
spatial,Idefics3,InternVL,idefics3_8b_llama3,internvl3_8b_hf,0.64,0.685,0.04500000000000004,4.5000000000000036,0.365,36.5,0.0,0.0,0.365,36.5,0.0,0.0
spatial,Phi,LLaVA,phi35_vision_instruct,llava_onevision_qwen2_7b,0.8484848484848485,0.785,0.06348484848484848,6.348484848484848,0.3960416666666667,39.60416666666667,0.015625,1.5625,0.415,41.5,0.05500000000000005,5.500000000000005
spatial,Phi,InternVL,phi35_vision_instruct,internvl3_8b_hf,0.8484848484848485,0.685,0.16348484848484846,16.348484848484844,0.4410416666666667,44.10416666666667,0.015625,1.5625,0.46,46.0,0.05500000000000005,5.500000000000005
